,Price,SurfaceArea,ApartmentType,YearBuilt,ApartmentSetting,FloorNumber,TotalFloorsInBuilding,YearRenovated,BalconyTerraceAtrium,OutdoorFurniture,Furniture,ParkingSpots,NetArea,EnergyClass,TotalRooms,TotalFloors,HouseMaterial,HouseType,LandArea,Region,District,Neighborhood
657,320,260,4-bedroom,1998,V večstanovanjski stavbi,missing,2,2015,Balkon,missing,Popolnoma opremljeno,1,"261,80 m²",C (35 - 60 kWh/m2a),0,missing,missing,missing,0,Osrednjeslovenska, Medvode, Medvode
658,139000,0,3-bedroom,1972,missing,missing,0,0,missing,missing,missing,0,missing,missing,0,missing,missing,missing,0,Savinjska, Celje, Celje
659,317000,74,2-bedroom,1986,V večstanovanjski stavbi,missing,0,2003,missing,missing,missing,0,"74,00 m²",missing,0,missing,missing,missing,0,Obalno-kraška, Piran, Lucija
660,145000,70,missing,1977,V večstanovanjski stavbi,1.,0,2016,missing,missing,missing,0,"70,00 m²",missing,0,missing,missing,missing,0,Podravska, Slovenska Bistrica, Slovenska Bistrica
661,278000,0,2-bedroom,1972,missing,missing,0,0,missing,missing,missing,0,missing,F (150 - 210 kWh/m2a),0,missing,missing,missing,0,Obalno-kraška, Piran, Portorož
662,169000,157,missing,1939,V večstanovanjski stavbi,1.,0,0,missing,missing,missing,0,"157,00 m²",missing,0,missing,missing,missing,0,Savinjska, Celje, Celje
663,84000,13,Studio,1965,missing,5.,5,2021,missing,missing,missing,0,missing,missing,0,missing,missing,missing,0,Osrednjeslovenska, Ljubljana Center, Prule
664,279000,86,4-bedroom,1968,missing,5.,0,0,missing,missing,missing,0,missing,C (35 - 60 kWh/m2a),0,missing,missing,missing,0,Osrednjeslovenska, Ljubljana Šiška, Šiška
665,279000,104,4-bedroom,1936,missing,1.,3,2022,Balkon,missing,missing,2,"118,70 m²",C (35 - 60 kWh/m2a),0,missing,missing,missing,0,Osrednjeslovenska, Logatec, Logatec
666,479000,0,5-bedroom,2009,missing,4.,4,0,missing,missing,missing,0,missing,C (35 - 60 kWh/m2a),0,missing,missing,missing,0,Podravska, Maribor, Ivan Cankar
667,195000,0,3-bedroom,1965,missing,missing,8,0,missing,missing,missing,0,missing,missing,0,missing,missing,missing,0,Podravska, Maribor, Center
669,99000,55,3-bedroom,1968,V večstanovanjski stavbi,1.,4,0,Balkon,missing,Popolnoma opremljeno,0,"57,80 m²",D (60 - 105 kWh/m2a),0,missing,missing,missing,0,Pomurska, Radenci, Radenci
670,238000,61,2-bedroom,2008,missing,1.,2,0,missing,missing,missing,0,missing,C (35 - 60 kWh/m2a),0,missing,missing,missing,0,Osrednjeslovenska, Škofljica, Lavrica
671,87000,0,3-bedroom,1974,missing,missing,6,0,missing,missing,missing,0,missing,C (35 - 60 kWh/m2a),0,missing,missing,missing,0,Savinjska, Celje, Celje
672,319000,0,3-bedroom,1980,missing,missing,0,0,missing,missing,missing,0,missing,G (210+ kWh/m2a),0,missing,missing,missing,0,Obalno-kraška, Koper, Koper
673,790000,115,5-bedroom,2014,V večstanovanjski stavbi,8.,10,0,Loža,missing,Delno opremljeno,2,"150,90 m²",A1 (0 - 10 kWh/m2a),0,missing,missing,missing,0,Osrednjeslovenska, Ljubljana Bežigrad, Brinje
675,279000,61,2-bedroom,2009,V večstanovanjski stavbi,1.,3,0,Balkon,missing,Popolnoma opremljeno,1,"69,50 m²",missing,0,missing,missing,missing,0,Osrednjeslovenska, Ljubljana Šiška, Brod
677,348000,81,3-bedroom,1981,missing,3.,4,2014,missing,missing,missing,0,missing,missing,0,missing,missing,missing,0,Osrednjeslovenska, Ljubljana Šiška, Koseze
679,198000,48,missing,1984,V večstanovanjski stavbi,missing,0,0,missing,missing,missing,0,"48,00 m²",missing,0,missing,missing,missing,0,Gorenjska, Bled, Bled
680,437000,0,3-bedroom,1930,missing,missing,0,0,missing,missing,missing,0,missing,E (105 - 150 kWh/m2a),0,missing,missing,missing,0,Osrednjeslovenska, Ljubljana Center, Stara Ljubljana
681,169680,62,2-bedroom,0,V večstanovanjski stavbi,missing,3,0,missing,missing,missing,0,"103,60 m²",missing,0,missing,missing,missing,0,Podravska, Pesnica pri Mariboru, Pesnica pri Mariboru
682,110000,0,3-bedroom,1981,V večstanovanjski stavbi,4.,4,0,Balkon,missing,Neopremljeno,0,"81,00 m²",EI v izdelavi,0,missing,missing,missing,0,Podravska, Ruše, Ruše
685,158500,73,3-bedroom,1994,V večstanovanjski stavbi,missing,2,2019,missing,missing,Popolnoma opremljeno,0,"105,50 m²",D (60 - 105 kWh/m2a),0,missing,missing,missing,0,Savinjska, Šoštanj, Šoštanj
686,159120,47,3-bedroom,2022,V večstanovanjski stavbi,missing,1,0,Atrij,missing,missing,1,"46,80 m²",Ni možno izdati,0,missing,missing,missing,0,Koroška, Slovenj Gradec, Slovenj Gradec
688,205000,0,4-bedroom,1900,missing,missing,0,0,missing,missing,missing,0,missing,G (210+ kWh/m2a),0,missing,missing,missing,0,Obalno-kraška, Izola, Izola
689,269000,64,3-bedroom,1979,V večstanovanjski stavbi,1.,8,2021,Zaprt balkon,missing,Popolnoma opremljeno,0,"72,00 m²",missing,0,missing,missing,missing,0,Gorenjska, Kranj, Kranj
691,155000,41,"1,5-bedroom",2004,missing,3.,3,0,missing,missing,missing,0,missing,missing,0,missing,missing,missing,0,Osrednjeslovenska, Dol pri Ljubljani, Videm
692,244500,0,3-bedroom,2006,missing,missing,3,0,missing,missing,missing,3,missing,C (35 - 60 kWh/m2a),0,missing,missing,missing,0,Savinjska, Celje, Celje
693,129990,86,3-bedroom,1956,V večstanovanjski stavbi,2.,3,1993,Balkon,missing,Potrebno obnove,0,"102,90 m²",D (101 do 150 kWh/m2a) - HR,0,missing,missing,missing,0,Podravska, Ptuj, Ptuj
696,75000,0,2-bedroom,1901,missing,missing,0,0,missing,missing,missing,0,missing,missing,0,missing,missing,missing,0,Savinjska, Rogaška Slatina, Rogaška Slatina
699,180000,154,4-bedroom,2000,V večstanovanjski stavbi,5.,5,0,Balkon,missing,Delno opremljeno,0,"148,90 m²",D (60 - 105 kWh/m2a),0,missing,missing,missing,0,Podravska, Maribor, Melje
700,79000,25,Studio,1910,missing,1.,0,0,missing,missing,missing,0,missing,E (105 - 150 kWh/m2a),0,missing,missing,missing,0,Osrednjeslovenska, Ljubljana Šiška, Šentvid
701,289000,56,2-bedroom,1976,V večstanovanjski stavbi,missing,0,2018,missing,missing,missing,0,"56,00 m²",missing,0,missing,missing,missing,0,Obalno-kraška, Izola, Izola
703,216300,72,"3,5-bedroom",2022,V večstanovanjski stavbi,missing,2,0,missing,missing,missing,1,"74,50 m²",Ni možno izdati,0,missing,missing,missing,0,Koroška, Slovenj Gradec, Slovenj Gradec
704,246650,74,"3,5-bedroom",2022,V večstanovanjski stavbi,missing,1,0,"Atrij, Terasa",missing,missing,1,"73,90 m²",Ni možno izdati,0,missing,missing,missing,0,Koroška, Slovenj Gradec, Slovenj Gradec
705,295000,0,3-bedroom,1980,missing,missing,0,0,missing,missing,missing,0,missing,B2 (25 - 35 kWh/m2a),0,missing,missing,missing,0,Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad
706,230000,137,3-bedroom,0,V večstanovanjski stavbi,1.,0,2018,Balkon,missing,missing,0,missing,EI ni potrebna (334. člen EZ-1),0,missing,missing,missing,0,Podravska, Ptuj, Ptuj
707,85000,60,2-bedroom,1856,missing,1.,2,2004,missing,missing,missing,0,missing,D (60 - 105 kWh/m2a),0,missing,missing,missing,0,Podravska, Sv. Trojica v Slovenskih goricah, Sv. Trojica v Slovenskih goricah
708,150000,54,2-bedroom,0,missing,missing,0,0,missing,missing,missing,0,missing,EI v izdelavi,0,missing,missing,missing,0,Podravska, Maribor, Pobrežje
709,590000,267,6 in večbedroom,1865,V večstanovanjski stavbi,missing,0,2015,Terasa,missing,Delno opremljeno,0,"220,00 m²",D (60 - 105 kWh/m2a),0,missing,missing,missing,0,Gorenjska, Kranj, Kranj
710,220000,54,"2,5-bedroom",2000,missing,1.,3,0,missing,missing,missing,0,missing,C (35 - 60 kWh/m2a),0,missing,missing,missing,0,Osrednjeslovenska, Ljubljana Moste Polje, Zalog
711,231000,71,3-bedroom,1964,V večstanovanjski stavbi,2.,4,2022,Balkon,missing,missing,0,"81,50 m²",C (35 - 60 kWh/m2a),0,missing,missing,missing,0,Gorenjska, Kranj, Kranj
714,650000,100,4-bedroom,1905,V večstanovanjski stavbi,1.,2,2017,missing,missing,Popolnoma opremljeno,0,"100,00 m²",missing,0,missing,missing,missing,0,Obalno-kraška, Piran, Portorož
715,150000,48,"1,5-bedroom",2022,V večstanovanjski stavbi,missing,2,0,missing,missing,missing,1,"50,00 m²",Ni možno izdati,0,missing,missing,missing,0,Koroška, Slovenj Gradec, Slovenj Gradec
716,395000,91,missing,2006,V večstanovanjski stavbi,3.,4,0,missing,missing,missing,0,"91,00 m²",missing,0,missing,missing,missing,0,Osrednjeslovenska, Ljubljana Šiška, Brod
717,135000,71,missing,1850,V večstanovanjski stavbi,1.,3,0,missing,missing,Popolnoma opremljeno,0,"71,00 m²",missing,0,missing,missing,missing,0,Savinjska, Celje, Celje
718,235000,58,3-bedroom,1974,V večstanovanjski stavbi,missing,4,2022,Balkon,missing,Popolnoma opremljeno,0,"60,10 m²",D (60 - 105 kWh/m2a),0,missing,missing,missing,0,Osrednjeslovenska, Vrhnika, Vrhnika
719,270000,47,2-bedroom,1978,missing,5.,7,2017,missing,missing,missing,0,missing,missing,0,missing,missing,missing,0,Osrednjeslovenska, Ljubljana Center, Center
722,175000,0,3-bedroom,1961,missing,missing,0,0,missing,Vrt/dvorišče,missing,0,missing,D (60 - 105 kWh/m2a),0,missing,missing,missing,0,Podravska, Maribor, Center
724,85000,0,6 in večbedroom,1904,missing,missing,3,0,missing,Vrt/dvorišče,missing,2,"309,26 m²",EI v izdelavi,0,missing,missing,missing,0,Podravska, Rače, Fram
725,68000,80,3-bedroom,1767,V hiši,missing,0,0,missing,missing,missing,2,"79,50 m²",Ni možno izdati,0,missing,missing,missing,0,Gorenjska, Žirovnica, Zabreznica
727,85000,52,2-bedroom,1988,missing,2.,2,2017,Balkon,missing,Delno opremljeno,1,"71,00 m²",E (105 - 150 kWh/m2a),0,missing,missing,missing,0,Pomurska, Gornja Radgona, Črešnjevci
728,75000,0,1-bedroom,1980,missing,4.,4,0,missing,missing,missing,0,missing,missing,0,missing,missing,missing,0,Podravska, Ptuj, Ptuj
729,189000,132,missing,1878,V večstanovanjski stavbi,1.,2,0,missing,missing,missing,0,"132,00 m²",missing,0,missing,missing,missing,0,Savinjska, Celje, Celje
730,265000,81,1-bedroom,2000,V večstanovanjski stavbi,2.,6,0,missing,missing,Popolnoma opremljeno,0,"81,00 m²",missing,0,missing,missing,missing,0,Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad
731,297625,0,2-bedroom,2023,missing,missing,0,0,missing,missing,missing,2,missing,B1 (15 - 25 kWh/m2a),0,missing,missing,missing,0,Osrednjeslovenska, Grosuplje, Šmarje - Sap
732,258598,0,2-bedroom,2023,missing,missing,0,0,missing,missing,missing,2,missing,B1 (15 - 25 kWh/m2a),0,missing,missing,missing,0,Osrednjeslovenska, Grosuplje, Šmarje - Sap
733,349526,0,2-bedroom,2023,missing,missing,0,0,missing,missing,missing,2,missing,B1 (15 - 25 kWh/m2a),0,missing,missing,missing,0,Osrednjeslovenska, Grosuplje, Šmarje - Sap
734,325000,164,3-bedroom,2022,V večstanovanjski stavbi,missing,2,0,"Balkon, Terasa",missing,Popolnoma opremljeno,1,missing,missing,0,missing,missing,missing,0,Pomurska, Moravske Toplice, Moravske Toplice
735,169000,37,Studio,1930,missing,missing,1,2022,missing,missing,Delno opremljeno,0,missing,missing,0,missing,missing,missing,0,Osrednjeslovenska, Ljubljana Bežigrad, Savsko naselje
736,195000,45,3-bedroom,1700,V večstanovanjski stavbi,1.,3,2016,missing,missing,missing,0,"45,00 m²",missing,0,missing,missing,missing,0,Obalno-kraška, Koper, Koper
737,275000,0,3-bedroom,2003,missing,missing,2,0,missing,Vrt/dvorišče,missing,1,missing,B1 (15 - 25 kWh/m2a),0,missing,missing,missing,0,Osrednjeslovenska, Dol pri Ljubljani, Dol pri Ljubljani
738,265000,0,3-bedroom,1963,missing,missing,0,0,missing,missing,missing,0,missing,F (150 - 210 kWh/m2a),0,missing,missing,missing,0,Osrednjeslovenska, Ljubljana Moste Polje, Kodeljevo
739,159000,28,Studio,1900,missing,1.,1,2022,missing,missing,missing,0,missing,missing,0,missing,missing,missing,0,Osrednjeslovenska, Ljubljana Šiška, Spodnja Šiška
741,128000,72,3-bedroom,2022,V večstanovanjski stavbi,2.,3,0,"Loža, Atrij",missing,Neopremljeno,2,"80,00 m²",missing,0,missing,missing,missing,0,Podravska, Sv. Ana v Slovenskih goricah, Sv. Ana v Slovenskih goricah
742,218000,0,"3,5-bedroom",2022,V večstanovanjski stavbi,1.,2,0,Terasa,missing,Neopremljeno,0,"87,26 m²",EI v izdelavi,0,missing,missing,missing,0,Savinjska, Žalec, Žalec
743,309000,78,3-bedroom,1982,V večstanovanjski stavbi,1.,12,2004,Balkon,missing,Popolnoma opremljeno,0,missing,missing,0,missing,missing,missing,0,Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad
744,109990,0,2-bedroom,1986,missing,missing,0,0,missing,missing,missing,0,missing,D (60 - 105 kWh/m2a),0,missing,missing,missing,0,Savinjska, Celje, Celje
746,175000,0,5-bedroom,1950,missing,missing,3,0,missing,missing,missing,3,missing,D (60 - 105 kWh/m2a),0,missing,missing,missing,0,Goriška, Idrija, Idrija
747,630000,0,4-bedroom,2006,missing,2.,2,0,missing,Vrt/dvorišče,missing,2,missing,C (35 - 60 kWh/m2a),0,missing,missing,missing,0,Obalno-kraška, Izola, Izola
748,450000,75,3-bedroom,2009,missing,2.,7,2020,missing,missing,missing,0,missing,C (35 - 60 kWh/m2a),0,missing,missing,missing,0,Osrednjeslovenska, Ljubljana Šiška, Zgornja Šiška
749,149000,0,3-bedroom,1960,missing,missing,6,0,missing,missing,missing,0,missing,D (60 - 105 kWh/m2a),0,missing,missing,missing,0,Gorenjska, Kranj, Kranj
751,120000,74,3-bedroom,1980,V večstanovanjski stavbi,1.,0,0,Balkon,missing,missing,0,missing,missing,0,missing,missing,missing,0,Podravska, Ptuj, Ptuj
752,185000,60,2-bedroom,1980,V večstanovanjski stavbi,missing,0,0,missing,missing,missing,0,missing,missing,0,missing,missing,missing,0,Podravska, Ptuj, Ptuj
753,245000,143,4-bedroom,2001,missing,missing,0,2019,missing,missing,missing,0,missing,A1 (0 - 10 kWh/m2a),0,missing,missing,missing,0,Savinjska, Celje, Medlog
754,57000,15,Studio,1964,V večstanovanjski stavbi,missing,5,2020,missing,missing,Delno opremljeno,0,"18,30 m²",B2 (25 - 35 kWh/m2a),0,missing,missing,missing,0,Podravska, Maribor, Center
755,317000,71,3-bedroom,1986,V večstanovanjski stavbi,missing,0,2015,missing,missing,missing,0,"71,00 m²",missing,0,missing,missing,missing,0,Obalno-kraška, Izola, Izola
757,229000,0,2-bedroom,1964,missing,missing,9,0,missing,missing,missing,0,missing,missing,0,missing,missing,missing,0,Osrednjeslovenska, Ljubljana Šiška, Spodnja Šiška
758,320000,0,5-bedroom,1900,missing,2.,2,0,missing,missing,missing,1,missing,F (150 - 210 kWh/m2a),0,missing,missing,missing,0,Obalno-kraška, Koper, Koper
759,228000,71,missing,1959,missing,missing,0,0,missing,missing,missing,0,missing,missing,0,missing,missing,missing,0,Obalno-kraška, Piran, Sečovlje
760,239500,83,3-bedroom,1939,V večstanovanjski stavbi,missing,0,2011,missing,missing,Popolnoma opremljeno,1,"83,00 m²",missing,0,missing,missing,missing,0,Podravska, Maribor, Center
761,112000,74,3-bedroom,1985,missing,1.,0,2015,missing,missing,missing,0,missing,D (60 - 105 kWh/m2a),0,missing,missing,missing,0,Jugovzhodna Slovenija, Kočevje, Kočevje
762,159000,0,2-bedroom,1975,missing,1.,13,2010,Balkon,missing,Delno opremljeno,0,"70,00 m²",EI v izdelavi,0,missing,missing,missing,0,Savinjska, Celje, Slavko Šlander
763,229000,84,2-bedroom,1953,V večstanovanjski stavbi,2.,2,2011,Balkon,missing,Delno opremljeno,0,missing,EI v izdelavi,0,missing,missing,missing,0,Savinjska, Celje, Gaberje
764,440000,106,2-bedroom,2011,V večstanovanjski stavbi,3.,4,2021,missing,missing,Popolnoma opremljeno,0,"106,00 m²",missing,0,missing,missing,missing,0,Obalno-kraška, Koper, Koper
765,139000,0,Studio,1969,missing,missing,0,0,missing,missing,missing,0,missing,D (60 - 105 kWh/m2a),0,missing,missing,missing,0,Osrednjeslovenska, Ljubljana Šiška, Spodnja Šiška
766,295000,0,2-bedroom,2010,missing,missing,2,0,missing,missing,missing,2,missing,C (35 - 60 kWh/m2a),0,missing,missing,missing,0,Obalno-kraška, Koper, Koper
767,249000,216,missing,1949,V večstanovanjski stavbi,missing,0,0,missing,missing,missing,0,"216,00 m²",missing,0,missing,missing,missing,0,Podravska, Maribor, Center
768,283000,0,3-bedroom,1984,missing,missing,0,0,missing,Vrt/dvorišče,missing,0,missing,D (60 - 105 kWh/m2a),0,missing,missing,missing,0,Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad
769,118000,0,3-bedroom,2007,missing,missing,0,0,missing,Vrt/dvorišče,missing,0,missing,D (60 - 105 kWh/m2a),0,missing,missing,missing,0,Savinjska, Rogaška Slatina, Rogaška Slatina
770,249000,0,4-bedroom,2007,missing,missing,0,0,missing,Vrt/dvorišče,missing,0,missing,D (60 - 105 kWh/m2a),0,missing,missing,missing,0,Savinjska, Rogaška Slatina, Rogaška Slatina
771,389000,0,4-bedroom,1929,missing,missing,0,0,missing,missing,missing,0,missing,C (35 - 60 kWh/m2a),0,missing,missing,missing,0,Gorenjska, Kranj, Kranj
772,339000,0,5-bedroom,1996,missing,missing,4,0,missing,missing,missing,1,missing,C (35 - 60 kWh/m2a),0,missing,missing,missing,0,Osrednjeslovenska, Ljubljana Center, Stara Ljubljana
773,235000,0,2-bedroom,1920,missing,missing,0,0,missing,missing,missing,0,missing,E (105 - 150 kWh/m2a),0,missing,missing,missing,0,Osrednjeslovenska, Ljubljana Center, Stara Ljubljana
774,249000,0,3-bedroom,2011,missing,missing,2,0,missing,missing,missing,0,missing,B2 (25 - 35 kWh/m2a),0,missing,missing,missing,0,Jugovzhodna Slovenija, Trebnje, Trebnje
775,82499,49,3-bedroom,1920,missing,3.,3,2012,missing,missing,Neopremljeno,0,missing,D (60 - 105 kWh/m2a),0,missing,missing,missing,0,Podravska, Maribor, Ostalo
776,287000,0,"2,5-bedroom",1942,missing,missing,0,0,missing,missing,missing,0,missing,E (105 - 150 kWh/m2a),0,missing,missing,missing,0,Osrednjeslovenska, Ljubljana Šiška, Spodnja Šiška
777,178933,0,4-bedroom,2022,missing,1.,4,0,missing,missing,missing,0,"88,22 m²",EI v izdelavi,0,missing,missing,missing,0,Pomurska, Apače, Apače
778,230759,0,4-bedroom,2022,missing,4.,4,0,missing,missing,missing,0,"115,97 m²",missing,0,missing,missing,missing,0,Pomurska, Apače, Apače
780,142450,80,3-bedroom,2022,V večstanovanjski stavbi,1.,3,0,"Balkon, Atrij",missing,Neopremljeno,2,"92,00 m²",A2 (10 - 15 kWh/m2a),0,missing,missing,missing,0,Podravska, Sv. Ana v Slovenskih goricah, Sv. Ana v Slovenskih goricah
781,230759,0,4-bedroom,2022,V večstanovanjski stavbi,3.,3,0,Balkon,missing,missing,0,"115,97 m²",missing,0,missing,missing,missing,0,Pomurska, Apače, Apače
783,249000,124,3-bedroom,1936,missing,3.,3,2022,missing,missing,missing,2,"130,50 m²",C (35 - 60 kWh/m2a),0,missing,missing,missing,0,Osrednjeslovenska, Logatec, Logatec
784,189000,70,3-bedroom,1936,missing,2.,3,2022,missing,missing,missing,2,"78,00 m²",C (35 - 60 kWh/m2a),0,missing,missing,missing,0,Osrednjeslovenska, Logatec, Logatec
785,194000,98,2-bedroom,1936,missing,3.,3,2022,missing,missing,missing,2,"102,40 m²",missing,0,missing,missing,missing,0,Osrednjeslovenska, Logatec, Logatec
786,189000,66,3-bedroom,1964,V večstanovanjski stavbi,missing,0,2017,missing,missing,missing,0,"66,00 m²",missing,0,missing,missing,missing,0,Obalno-kraška, Koper, Koper
787,141000,0,4-bedroom,1980,missing,2.,2,0,missing,missing,missing,1,missing,missing,0,missing,missing,missing,0,Koroška, Slovenj Gradec, Slovenj Gradec
788,89000,28,Studio,1960,V večstanovanjski stavbi,3.,4,2022,missing,missing,Delno opremljeno,0,missing,missing,0,missing,missing,missing,0,Savinjska, Celje, Dolgo polje
789,278000,0,3-bedroom,1903,missing,missing,0,0,missing,missing,missing,0,missing,D (60 - 105 kWh/m2a),0,missing,missing,missing,0,Gorenjska, Gorenja vas - Poljane, Fužine
790,370000,0,6 in večbedroom,1500,missing,1.,0,2013,missing,missing,missing,0,"240,50 m²",missing,0,missing,missing,missing,0,Savinjska, Celje, Center
791,165650,92,4-bedroom,2022,V večstanovanjski stavbi,1.,2,0,Balkon,missing,Neopremljeno,0,"108,00 m²",A2 (10 - 15 kWh/m2a),0,missing,missing,missing,0,Podravska, Lenart v Slovenskih goricah, Lenart v Slovenskih goricah
793,89000,67,2-bedroom,1870,missing,missing,0,2005,missing,missing,missing,0,missing,D (60 - 105 kWh/m2a),0,missing,missing,missing,0,Podravska, Maribor, Košaki
795,120000,51,2-bedroom,2009,missing,2.,0,0,missing,missing,Delno opremljeno,0,missing,B1 (15 - 25 kWh/m2a),0,missing,missing,missing,0,Savinjska, Šmarje pri Jelšah, Zastranje
796,277372,143,6 in večbedroom,1933,V večstanovanjski stavbi,missing,0,2022,missing,missing,missing,2,"199,72 m²",missing,0,missing,missing,missing,0,Pomurska, Gornja Radgona, Gornja Radgona
