,Cena,Približno,Neto cena,DDV,Bivalna površina,Vrsta stanovanja,Leto izgradnje,Vrsta ponudbe,Lokacija,Umeščenost stanovanja,Nadstropje,Skupno število nadstropij v stavbi,Leto zadnje prenove,Balkon / terasa / atrij,Zunanje površine in oprema,Vrsta cene,Oglas je objavljen,Do poteka še,Oglas je prikazan,Link,Šifra oglasa,Opremljenost in stanje,Število parkirnih mest,Možnost menjave,Neto površina,Energetski razred,Interna številka oglasa
482,90.000 €,,,,"82,70 m²",3-sobno,1920,Prodam,"Podravska, Maribor, Radvanje",V večstanovanjski stavbi,Pritličje,,2005,,,Skupna cena,16.08.2022. ob 09:25,Št. dni: 0 in 11 h,1144 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-radvanje-82.00-m2-oglas-9822758,9822758,Popolnoma opremljeno,,Menjava za drugo nepremičnino ni možna,"64,70 m²",EI v izdelavi,
483,169.000 €,,,,"61,10 m²",2-sobno,1954,Prodam,"Savinjska, Celje, Dolgo polje",V večstanovanjski stavbi,2.,2,2012,"Balkon, Loža",,Skupna cena,16.08.2022. ob 09:16,Št. dni: 0 in 11 h,426 -krat,https://www.bolha.com/nepremicnine/prijetno-svetlo-stanovanje-dolgem-polju-oglas-9573681,9573681,Popolnoma opremljeno,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"85,08 m²",,
484,90.000 €,,,,"57,30 m²",2-sobno,1989,Prodam,"Podravska, Maribor, Radvanje",V večstanovanjski stavbi,Visoko pritličje,1,2020,Terasa,,Skupna cena,16.08.2022. ob 09:15,Št. dni: 0 in 11 h,414 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-razvanje-57.00-m2-oglas-9822725,9822725,,1,Menjava za drugo nepremičnino ni možna,"137,30 m²",EI v izdelavi,
485,139.000 €,,,,,3-sobno,2005,Prodam,"Pomurska, Murska Sobota, Murska Sobota",V večstanovanjski stavbi,,,,,,Skupna cena,16.08.2022. ob 09:11,do prodaje,626 -krat,https://www.bolha.com/nepremicnine/pomurje-stanovanje-3-sobno-62.2-m2-dve-parkirni-mesti-prodamo-oglas-9822709,9822709,,2,,"62,20 m²",EI v izdelavi,itm245
486,117.729 €,,,,"73,39 m²",3-sobno,2022,Prodam,"Pomurska, Turnišče, Turnišče",V večstanovanjski stavbi,1.,,,Terasa,,Skupna cena,16.08.2022. ob 08:47,do prodaje,357 -krat,https://www.bolha.com/nepremicnine/3-sobno-stanovanje-turnisce-88.3-m2-oglas-9822634,9822634,,1,,"88,30 m²",,283
487,149.000 €,,,,"144,30 m²",3-sobno,1989,Prodam,"Podravska, Maribor, Radvanje",V hiši,Pritličje,1,2005,"Terasa, Atrij",Vrt/dvorišče,Skupna cena,16.08.2022. ob 08:44,Št. dni: 17 in 10 h,306 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-razvanje-144.00-m2-oglas-9822627,9822627,Popolnoma opremljeno,1,Menjava za drugo nepremičnino ni možna,"144,30 m²",EI v izdelavi,
488,325.000 €,,,,,4-sobno,2010,Prodam,"Savinjska, Celje, Celje",V večstanovanjski stavbi,6.,6,,Terasa,,Skupna cena,16.08.2022. ob 08:19,Št. dni: 0 in 10 h,960 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-celje-ljubljanska-cesta-16-oglas-7101208,7101208,Popolnoma opremljeno,2,Menjava za drugo nepremičnino ni možna,,,
489,267.000 €,,,,"62,80 m²","2,5-sobno",1954,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad",V večstanovanjski stavbi,2.,2,2001,Balkon,,Skupna cena,16.08.2022. ob 08:15,do prodaje,179 -krat,https://www.bolha.com/nepremicnine/2.5-sobno-stanovanje-ljubljana-bezigrad-77-m2-oglas-9822552,9822552,Popolnoma opremljeno,,,"77,00 m²",F (150 - 210 kWh/m2a),282
490,123.000 €,,,,,3-sobno,1986,Prodam,"Podravska, Ptuj, Ptuj",,,,,,,Skupna cena,14.08.2022. ob 00:14,do prodaje,991 -krat,https://www.bolha.com/nepremicnine/ne-spreglejte-oglas-9813457,9813457,,,,,D (60 - 105 kWh/m2a),490151034-190
491,129.900 €,,,,"74,00 m²",3-sobno,2012,Prodam,"Pomurska, Gornja Radgona, Spodnja Ščavnica",V večstanovanjski stavbi,1.,5,,,,Skupna cena,12.08.2022. ob 15:12,do prodaje,351 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-trisobno-pomurska-gornja-radgona-spodnja-scavnica-oglas-9808181,9808181,,2,,"74,00 m²",,PS4647830MR
492,270.000 €,,,,"67,80 m²",3-sobno,1977,Prodam,"Osrednjeslovenska, Domžale, Domžale",V večstanovanjski stavbi,,,2020,Balkon,,Skupna cena,12.08.2022. ob 15:11,do prodaje,238 -krat,https://www.bolha.com/nepremicnine/domzale-stanovanje-3-sobno-prodaja-oglas-9808175,9808175,,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"71,20 m²",C (35 - 60 kWh/m2a),101179-384
493,58.800 €,,,,"64,00 m²",3-sobno,1901,Prodam,"Podravska, Ruše, Smolnik",V večstanovanjski stavbi,2.,3,2021,,,Skupna cena,12.08.2022. ob 15:11,do prodaje,629 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-dvosobno-dva-kabineta-podravska-ruse-smolnik-oglas-9808174,9808174,Popolnoma opremljeno,1,,"64,00 m²",,PS38622257SŠ
494,238.000 €,,,,"48,20 m²",,2008,Prodam,"Obalno-kraška, Piran, Piran",,,,,,,Skupna cena,12.08.2022. ob 15:11,do prodaje,248 -krat,https://www.bolha.com/nepremicnine/dvosobno-stanovanje-piran-48.2-m2-prodaja-oglas-9808169,9808169,,,,,,
495,197.000 €,,,,"111,00 m²",3-sobno,2007,Prodam,"Podravska, Miklavž na Dravskem polju, Miklavž na Dravskem polju",V večstanovanjski stavbi,2.,2,,,,Skupna cena,12.08.2022. ob 15:10,do prodaje,307 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-trisobno-podravska-miklavz-dravskem-polju-mikl-oglas-9808164,9808164,Delno opremljeno,,,"111,00 m²",,PS00413UL
496,135.000 €,,,,"102,80 m²",2-sobno,1929,Prodam,"Podravska, Maribor, Tabor",,1.,1,2005,,,Skupna cena,12.08.2022. ob 13:24,do prodaje,785 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-tabor-102.80-m2-oglas-9807783,9807783,,,,,D (60 - 105 kWh/m2a),PE9609
497,230.000 €,,,,"55,60 m²",2-sobno,1982,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Moste",V večstanovanjski stavbi,,7,,"Balkon, Zaprt balkon",,Skupna cena,12.08.2022. ob 00:18,do prodaje,141 -krat,https://www.bolha.com/nepremicnine/ljubljana-moste-stanovanje-2-sobno-prodaja-oglas-9805790,9805790,Popolnoma opremljeno,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"65,80 m²",,101241-2
498,129.942 €,,,,"74,11 m²",3-sobno,1980,Prodam,"Podravska, Ptuj, Ptuj",,,,2008,,,Skupna cena,12.08.2022. ob 00:16,do prodaje,688 -krat,https://www.bolha.com/nepremicnine/trisobno-stanovanje-ptuj-oglas-9805784,9805784,Delno opremljeno,,,,,
499,267.000 €,,,,"58,00 m²",,1978,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad",V večstanovanjski stavbi,4.,4,,,,Skupna cena,11.08.2022. ob 15:10,do prodaje,72 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-dvoinpolsobno-ljubljana-bezigrad-bezigrad-oglas-9804097,9804097,,,,"58,00 m²",,KODA: P3083LB
500,395.000 €,,,,"90,90 m²",,1995,Prodam,"Obalno-kraška, Izola, Jagodje",,,,2018,,,Skupna cena,11.08.2022. ob 10:46,do prodaje,208 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-jagodje-90.00-m2-oglas-9803106,9803106,,,,,,S120820B
501,250.000 €,,,,"109,90 m²",3-sobno,1937,Prodam,"Gorenjska, Kranj, Kranj",V hiši,2.,2,2003,Balkon,Vrt/dvorišče,Skupna cena,11.08.2022. ob 10:43,do prodaje,135 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-kranj-109.00-m2-oglas-9803088,9803088,,,,"69,70 m²",,S-121/2022
502,189.000 €,,,,"65,10 m²",3-sobno,1989,Prodam,"Gorenjska, Kranj, Kranj",,4.,4,2006,,,Skupna cena,11.08.2022. ob 10:19,do prodaje,237 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-kranj-65.00-m2-oglas-9802992,9802992,,,,"73,90 m²",,S-105/2022
503,239.000 €,,,,,"2,5-sobno",1976,Prodam,"Obalno-kraška, Izola, Izola",,,,,,,Skupna cena,11.08.2022. ob 00:17,do prodaje,352 -krat,https://www.bolha.com/nepremicnine/stanovanje-mirni-lokaciji-v-livadah-izola-oglas-9801831,9801831,,,,,C (35 - 60 kWh/m2a),490391005-54
504,149.990 €,,,,,3-sobno,1935,Prodam,"Podravska, Maribor, Tezno",,,3,,,,Skupna cena,11.08.2022. ob 00:16,do prodaje,400 -krat,https://www.bolha.com/nepremicnine/trosobno-stanovanje-investicijo-vrhunska-lokacija-oglas-9801830,9801830,,,,,C (35 - 60 kWh/m2a),490321056-87
505,109.000 €,,,,,"1,5-sobno",1985,Prodam,"Podravska, Maribor, Nova Vas",,,,,,Vrt/dvorišče,Skupna cena,11.08.2022. ob 00:16,do prodaje,968 -krat,https://www.bolha.com/nepremicnine/simpaticno-pritlicno-stanovanje-z-atrijem-oglas-9801829,9801829,,,,,D (60 - 105 kWh/m2a),490321056-90
506,129.000 €,,,,,5-sobno,1911,Prodam,"Podravska, Maribor, Center",,,1,,,,Skupna cena,11.08.2022. ob 00:16,do prodaje,254 -krat,https://www.bolha.com/nepremicnine/mestna-stavba-potrebna-celovite-prenove-oglas-9801827,9801827,,,,,EI ni potrebna (334. člen EZ-1),490321056-88
507,93.000 €,,,,"36,90 m²",1-sobno,1966,Prodam,"Podravska, Maribor, Betnava",V večstanovanjski stavbi,3.,5,2016,,,Skupna cena,10.08.2022. ob 18:25,do prodaje,4659 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-radvanje-oglas-9800969,9800969,Popolnoma opremljeno,,Menjava za drugo nepremičnino ni možna,"33,90 m²",B2 (25 - 35 kWh/m2a),00172/22-S/P
508,98.000 €,,,,"42,60 m²","1,5-sobno",1905,Prodam,"Savinjska, Rogaška Slatina, Rogaška Slatina",V večstanovanjski stavbi,1.,,,,,Skupna cena,10.08.2022. ob 13:41,do prodaje,4740 -krat,https://www.bolha.com/nepremicnine/enosobnorogaska-slatina-42.00-m2-oglas-8995120,8995120,,,,"42,60 m²",,
509,255.000 €,,,,"55,60 m²",2-sobno,1977,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Dravlje",V večstanovanjski stavbi,1.,10,2022,Balkon,,Skupna cena,10.08.2022. ob 09:09,do prodaje,265 -krat,https://www.bolha.com/nepremicnine/2-sobno-stanovanje-dravlje-62.7-m2-oglas-9798897,9798897,Popolnoma opremljeno,1,,"62,70 m²",,281
510,123.500 €,,,,,2-sobno,1985,Prodam,"Podravska, Maribor, Pobrežje",,,,,,,Skupna cena,10.08.2022. ob 00:14,do prodaje,553 -krat,https://www.bolha.com/nepremicnine/svetlo-2s-stanovanje-z-lozo-pobrezju-oglas-9798116,9798116,,,,,Ni možno izdati,490321054-174
511,140.000 €,,,,"68,00 m²",3-sobno,,Prodam,"Podravska, Maribor, Pobrežje",,10.,12,,Balkon,,Skupna cena,09.08.2022. ob 15:49,Št. dni: 8 in 13 h,459 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-pobrezje-68.00-m2-oglas-9690191,9690191,,,,,,
512,270.000 €,,,,,4-sobno,1941,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,3.,,,Balkon,,Skupna cena,09.08.2022. ob 15:34,do prodaje,432 -krat,https://www.bolha.com/nepremicnine/center-mbja-presernova-ulica-hutter-blok-4.5-sobno-oglas-9796533,9796533,,,Menjava za drugo nepremičnino ni možna,"153,60 m²",,
513,85.000 €,,,,"36,00 m²",1-sobno,1900,Prodam,"Podravska, Ruše, Ruše",V večstanovanjski stavbi,Pritličje,,2022,,,Skupna cena,09.08.2022. ob 15:12,do prodaje,313 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-enosobno-podravska-ruse-ruse-oglas-9796438,9796438,,,,"36,00 m²",,PS22901266859267VB
514,165.000 €,,,,"88,00 m²",3-sobno,1956,Prodam,"Podravska, Maribor, Tabor",V večstanovanjski stavbi,3.,4,,,,Skupna cena,09.08.2022. ob 15:10,do prodaje,425 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-trisobno-podravska-maribor-tabor-oglas-9796416,9796416,Popolnoma opremljeno,,,"88,00 m²",,2005
515,169.000 €,,,,"28,20 m²",Garsonjera,1970,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Zgornja Šiška",,2.,14,,,,Skupna cena,08.08.2022. ob 16:00,do prodaje,202 -krat,https://www.bolha.com/nepremicnine/ljubljana-zgornja-siska-28.00-m2-oglas-9792636,9792636,,,,,B2 (25 - 35 kWh/m2a),R140
516,159.000 €,,,,,3-sobno,1967,Prodam,"Podravska, Maribor, Tabor",V večstanovanjski stavbi,,4,,Balkon,,Skupna cena,08.08.2022. ob 15:11,do prodaje,381 -krat,https://www.bolha.com/nepremicnine/maribor-tabor-stanovanje-3-sobno-prodaja-oglas-9792437,9792437,Popolnoma opremljeno,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"72,20 m²",EI v izdelavi,100229-17
517,178.933 €,,,,"75,51 m²",4-sobno,2022,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,,,,Balkon,,Skupna cena,08.08.2022. ob 15:11,do prodaje,200 -krat,https://www.bolha.com/nepremicnine/apace-stanovanje-4-sobno-prodaja-oglas-9792435,9792435,,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"88,22 m²",,100195-179
518,92.490 €,,,,"49,10 m²",3-sobno,1920,Prodam,"Podravska, Maribor, Pobrežje",V večstanovanjski stavbi,4.,4,2017,Terasa,"Vrt/dvorišče, Lopa za shranjevanje, Žar",Skupna cena,06.08.2022. ob 14:59,Št. dni: 9 in 10 h,1400 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-pobrezje-53.00-m2-oglas-9685400,9685400,,,,"53,00 m²",D (60 - 105 kWh/m2a),
519,60.000 €,,,,"31,00 m²",1-sobno,1910,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,1.,2,,Balkon,Vrt/dvorišče,Skupna cena,06.08.2022. ob 11:15,do prodaje,751 -krat,https://www.bolha.com/nepremicnine/enosobno-stanovanje-parizanski-cesti-31.00-m2-prodamo-oglas-9783553,9783553,Potrebno obnove,,Menjava za drugo nepremičnino ni možna,,,
520,85.000 €,,,,,2-sobno,1900,Prodam,"Podravska, Maribor, Center",,3.,3,,,,Skupna cena,06.08.2022. ob 00:15,do prodaje,871 -krat,https://www.bolha.com/nepremicnine/1s-prenovljeno-stanovanje-v-centru-mesta-oglas-9782110,9782110,,,,,Ni možno izdati,490321054-169
521,79.000 €,,,,,3-sobno,1900,Prodam,"Podravska, Maribor, Center",,2.,3,,,,Skupna cena,06.08.2022. ob 00:15,do prodaje,1157 -krat,https://www.bolha.com/nepremicnine/prenovljeno-1s-stanovanje-v-centru-mesta-oglas-9782109,9782109,,,,,Ni možno izdati,490321054-171
522,139.000 €,,,,,2-sobno,1900,Prodam,"Podravska, Maribor, Center",,2.,3,,,,Skupna cena,06.08.2022. ob 00:15,do prodaje,3126 -krat,https://www.bolha.com/nepremicnine/prenovljeno-2s-stanovanje-v-centru-mesta-oglas-9782108,9782108,,,,,Ni možno izdati,490321054-170
523,185.000 €,,,,,2-sobno,1900,Prodam,"Podravska, Maribor, Center",,2.,3,,,,Skupna cena,06.08.2022. ob 00:15,do prodaje,461 -krat,https://www.bolha.com/nepremicnine/zanimivo-prenovljeno-2s-stanovanje-v-centru-mesta-oglas-9782107,9782107,,,,,Ni možno izdati,490321054-172
524,125.000 €,,,,"47,30 m²",2-sobno,1975,Prodam,"Podravska, Maribor, Tezno",V večstanovanjski stavbi,,14,,Zaprt balkon,,Skupna cena,05.08.2022. ob 15:11,do prodaje,321 -krat,https://www.bolha.com/nepremicnine/maribor-tezno-stanovanje-2-sobno-prodaja-oglas-9780740,9780740,Delno opremljeno,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"53,90 m²",B2 (25 - 35 kWh/m2a),100104-558
525,267.000 €,,,,"54,10 m²",2-sobno,1976,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, BS 3",V večstanovanjski stavbi,4.,4,2019,Balkon,,Skupna cena,05.08.2022. ob 12:03,do prodaje,585 -krat,https://www.bolha.com/nepremicnine/2-sobno-stanovanje-bs-3-59.4-m2-oglas-9780095,9780095,Popolnoma opremljeno,1,,"59,40 m²",D (60 - 105 kWh/m2a),279
526,49.000 €,,,,,3-sobno,1800,Prodam,"Koroška, Podvelka, Podvelka",V večstanovanjski stavbi,2.,2,,,,Skupna cena,05.08.2022. ob 11:04,do prodaje,460 -krat,https://www.bolha.com/nepremicnine/ugodni-stanovanjski-enoti-podravska-maribor-oglas-9779909,9779909,Neopremljeno,,,"86,40 m²",,03341-127
527,146.000 €,,,,"73,00 m²",3-sobno,1980,Prodam,"Savinjska, Štore, Štore",V večstanovanjski stavbi,,8,,Zaprt balkon,,Skupna cena,04.08.2022. ob 22:55,do prodaje,524 -krat,https://www.bolha.com/nepremicnine/store-stanovanje-3-sobno-prodaja-oglas-9529726,9529726,Popolnoma opremljeno,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"74,50 m²",D (60 - 105 kWh/m2a),107220-46
528,85.000 €,,,,"40,00 m²",,1910,Prodam,"Podravska, Maribor, Tabor",V večstanovanjski stavbi,2.,3,2002,,,Skupna cena,04.08.2022. ob 15:12,do prodaje,576 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-enosobno-podravska-maribor-tabor-oglas-9776952,9776952,,,,"40,00 m²",,PS4647810NM
529,169.100 €,,,,"67,00 m²",,1979,Prodam,"Goriška, Nova Gorica, Nova Gorica",V večstanovanjski stavbi,10.,,2016,,,Skupna cena,04.08.2022. ob 15:10,do prodaje,327 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-dvoinpolsobno-severna-primorska-gorica-oglas-9776940,9776940,,,,"67,00 m²",,KODA: P8143GO
530,125.000 €,,,,"53,00 m²",,1985,Prodam,"Podravska, Maribor, Radvanje",V večstanovanjski stavbi,Pritličje,4,,,,Skupna cena,04.08.2022. ob 15:10,do prodaje,364 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-enosobno-podravska-maribor-betnava-oglas-9776936,9776936,Delno opremljeno,brez pripadajočega parkirišča,,"53,00 m²",,PS00337DR
531,139.000 €,,,,,3-sobno,1990,Prodam,"Podravska, Maribor, Borštnikova ul.",V večstanovanjski stavbi,,,,,,Skupna cena,04.08.2022. ob 11:00,do prodaje,1794 -krat,https://www.bolha.com/nepremicnine/maribor-borstnikova-ul-stanovanje-3-sobno-prodaja-oglas-9433188,9433188,,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"65,70 m²",,100103-205
532,158.000 €,,,,,3-sobno,1989,Prodam,"Obalno-kraška, Sežana, Sežana",,,,,,,Skupna cena,04.08.2022. ob 00:14,do prodaje,306 -krat,https://www.bolha.com/nepremicnine/stanovanje-3-sobno-sezana-70.4-m2-oglas-9774656,9774656,,,,,,490331001-246
533,260.000 €,,,,"77,00 m²",3-sobno,2011,Prodam,"Podravska, Maribor, Radvanje",V večstanovanjski stavbi,2.,,,,,Skupna cena,03.08.2022. ob 15:12,do prodaje,396 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-trisobno-podravska-maribor-betnava-oglas-9772981,9772981,,brez pripadajočega parkirišča,,"77,00 m²",,PS22901266859258NM
534,165.000 €,,,,"83,00 m²",4-sobno,1960,Prodam,"Savinjska, Celje, Celje",V večstanovanjski stavbi,2.,5,2019,,,Skupna cena,03.08.2022. ob 15:10,do prodaje,267 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-triinpolsobno-savinjska-celje-celje-oglas-9772957,9772957,Popolnoma opremljeno,1,,"83,00 m²",,PS00869MN
535,259.000 €,,,,"87,70 m²",4-sobno,1978,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Dravlje",V večstanovanjski stavbi,10.,12,2012,Balkon,,Skupna cena,03.08.2022. ob 13:00,do prodaje,299 -krat,https://www.bolha.com/nepremicnine/4-sobno-stanovanje-dravlje-95.3-m2-oglas-9772455,9772455,Popolnoma opremljeno,,,"95,30 m²",C (35 - 60 kWh/m2a),277
536,252.000 €,,,,"89,80 m²",3-sobno,1952,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šiška",V večstanovanjski stavbi,Visoko pritličje,3,,,,Skupna cena,03.08.2022. ob 12:58,do prodaje,347 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-siska-89.00-m2-oglas-9772445,9772445,,,,"65,70 m²",D (60 - 105 kWh/m2a),
537,295.000 €,,,,"175,80 m²",5-sobno,1987,Prodam,"Osrednjeslovenska, Domžale, Domžale",,Pritličje,1,2018,,,Skupna cena,02.08.2022. ob 15:17,do prodaje,1045 -krat,https://www.bolha.com/nepremicnine/domzale-dob-pri-domzalah-vecje-dupleks-stanovanje-v-hisi-175.00-m2-oglas-9769017,9769017,,,,,D (60 - 105 kWh/m2a),B235
538,145.000 €,,,,"46,00 m²",2-sobno,1986,Prodam,"Gorenjska, Bled, Bled",V večstanovanjski stavbi,5.,5,2013,,,Skupna cena,02.08.2022. ob 15:13,do prodaje,365 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-enoinpolsobno-gorenjska-bled-bled-oglas-9768999,9768999,Popolnoma opremljeno,,,"46,00 m²",,PS22901266859255GK
539,158.000 €,,,,,3-sobno,2001,Prodam,"Obalno-kraška, Koper, Sv. Anton",,,,,,,Skupna cena,02.08.2022. ob 00:14,do prodaje,804 -krat,https://www.bolha.com/nepremicnine/dvosobno-stanovanje-v-pritlicju-oglas-9766837,9766837,,2,,,D (60 - 105 kWh/m2a),490111023-110
540,99.000 €,,,,"47,00 m²",2-sobno,1968,Prodam,"Podravska, Ptuj, Ptuj",V večstanovanjski stavbi,3.,3,2018,Zaprt balkon,Vrt/dvorišče,Skupna cena,01.08.2022. ob 22:01,do prodaje,946 -krat,https://www.bolha.com/nepremicnine/generalno-obnov-opremljeno-stanovanje-z-balkonom-prodamo-oglas-9766607,9766607,Popolnoma opremljeno,,,,EI v izdelavi,
541,199.500 €,,,,"101,40 m²",4-sobno,1979,Prodam,"Podravska, Maribor, Tabor",V večstanovanjski stavbi,,10,,"Balkon, Zaprt balkon",,Skupna cena,01.08.2022. ob 15:02,do prodaje,581 -krat,https://www.bolha.com/nepremicnine/maribor-tabor-stanovanje-4-sobno-prodaja-oglas-9693728,9693728,Popolnoma opremljeno,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"104,40 m²",D (60 - 105 kWh/m2a),100102-342
542,98.000 €,,,,,2-sobno,1957,Prodam,"Podravska, Maribor, Tezno",V večstanovanjski stavbi,,3,2004,Balkon,,Skupna cena,01.08.2022. ob 15:01,do prodaje,1638 -krat,https://www.bolha.com/nepremicnine/maribor-tezno-stanovanje-2-sobno-prodaja-oglas-9584051,9584051,,1,Menjava za drugo nepremičnino ni možna,"51,60 m²",EI v izdelavi,100102-344
543,345.000 €,,,,,3-sobno,1960,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",,8.,12,2022,,,Skupna cena,01.08.2022. ob 10:38,do prodaje,683 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-center-oglas-9764079,9764079,,,,"66,90 m²",,SP226
544,203.000 €,,,,"68,10 m²",3-sobno,2010,Prodam,"Savinjska, Vojnik, Vojnik",V večstanovanjski stavbi,1.,3,2012,Balkon,,Skupna cena,01.08.2022. ob 08:09,do prodaje,282 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-vojnik-68.00-m2-oglas-9763604,9763604,Popolnoma opremljeno,1,,,A1 (0 - 10 kWh/m2a),1513
545,128.990 €,,,,"61,10 m²",2-sobno,1984,Prodam,"Podravska, Maribor, Borštnikova ul.",V večstanovanjski stavbi,1.,2,2010,Zaprt balkon,,Skupna cena,31.07.2022. ob 10:44,do prodaje,573 -krat,https://www.bolha.com/nepremicnine/urejeno-2-sobno-stanovanje-klinetovi-ul-povrsine-61.00-m2-oglas-9760200,9760200,Delno opremljeno,,,"61,10 m²",C (35 - 60 kWh/m2a),5470
546,149.900 €,,,,,4-sobno,1958,Prodam,"Podravska, Maribor, Tezno",,,3,,,,Skupna cena,30.07.2022. ob 00:15,do prodaje,813 -krat,https://www.bolha.com/nepremicnine/pritlicno-stanovanje-v-centru-maribora-oglas-9755115,9755115,,1,,,D (60 - 105 kWh/m2a),490321062-82
547,"178.933,40 €",,,,,4-sobno,2022,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,1.,3,,Balkon,,Skupna cena,29.07.2022. ob 18:16,do prodaje,139 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-apace-oglas-9754363,9754363,,,,"88,22 m²",,
548,139.900 €,,,,"65,40 m²",3-sobno,1979,Prodam,"Podravska, Maribor, Borštnikova ul.",V večstanovanjski stavbi,4.,5,,Balkon,,Skupna cena,29.07.2022. ob 14:54,do prodaje,633 -krat,https://www.bolha.com/nepremicnine/prikupno-3-sobno-stanovanje-podravska-maribor-oglas-9753764,9753764,Popolnoma opremljeno,,,"70,80 m²",,03272-022
549,114.900 €,,,,"54,40 m²",2-sobno,1965,Prodam,"Podravska, Maribor, Tabor",V večstanovanjski stavbi,,4,2006,,,Skupna cena,28.07.2022. ob 00:17,do prodaje,460 -krat,https://www.bolha.com/nepremicnine/maribor-tabor-stanovanje-2-sobno-prodaja-oglas-9747855,9747855,,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"51,30 m²",C (35 - 60 kWh/m2a),100229-16
550,148.900 €,,,,,2-sobno,2009,Prodam,"Podravska, Miklavž na Dravskem polju, Miklavž na Dravskem polju",,,2,,,Vrt/dvorišče,Skupna cena,28.07.2022. ob 00:14,do prodaje,443 -krat,https://www.bolha.com/nepremicnine/izjemno-svetlo-in-popolnoma-opremljeno-stanovanje-oglas-9747839,9747839,,1,,,C (35 - 60 kWh/m2a),490321063-20
551,114.900 €,,,,,2-sobno,1965,Prodam,"Podravska, Maribor, Tabor",,,,,,,Skupna cena,28.07.2022. ob 00:14,do prodaje,481 -krat,https://www.bolha.com/nepremicnine/prodamo-2-stanovanje-taboru-oglas-9747836,9747836,,,,,C (35 - 60 kWh/m2a),490321055-115
552,119.000 €,,,,,2-sobno,1962,Prodam,"Savinjska, Celje, Celje",,,,,,,Skupna cena,28.07.2022. ob 00:13,do prodaje,722 -krat,https://www.bolha.com/nepremicnine/stanovanje-brodarjevi-v-celju-oglas-9747833,9747833,,,,,,490281015-463
553,149.000 €,,,,"49,90 m²",2-sobno,2008,Prodam,"Podravska, Maribor, Studenci",V večstanovanjski stavbi,4.,4,,Balkon,,Skupna cena,27.07.2022. ob 12:28,do prodaje,490 -krat,https://www.bolha.com/nepremicnine/2-sobno-stanovanje-studenci-oglas-9744817,9744817,Popolnoma opremljeno,1,,"56,90 m²",C (35 - 60 kWh/m2a),PE9601
